variation	verified_reviews	rating	date	feedback
echo show 10	It’s much bigger than I had expected and the speaker on it is amazing. We bought it for our kitchen so we could listen to music or watch our favorite shows while we cook and it has been exactly what we needed.	5	August 6, 2022	1
echo show 10	The screen is brilliant,  the tracking feature allows me to move around the room while the device rotates to keep me in the video call.  It does all the skills every other echo does.It fails epically to allow for permitted contacts as well as myself while away,  to drop in on the device.  If there is no work around,  a refund will be forthcoming.	2	August 5, 2022	0
echo show 10	I'm happy with it but wish it had more live channels like News etc. I really love the feature that follows you around and zooms in, especially when I drop in to other echo shows for example with my mom overseas or with my son in college. I know, there's apps like FaceTime and WhatsApp that work really well but my mom is really old and this device allows me to video call without her lifting a finger.	4	August 5, 2022	1
echo show 10	The whole family loves it. My kids can answer the doorbell without having to be near the front door. My wife and kids all love listening to music, the sound quality is excellent.	5	August 5, 2022	1
echo show 10	This device has a 10 inch rotating screen, speakers with subwoofer, and an integration hub.  No other Alexa device has all three.  That makes this the most feature-rich device, currently.  It works surprisingly well with one small exception.  The screen rotates to track you during video calls, video streaming, music, and more.  However, it could be a bit more sensitive or precise.  We have a larger kitchen and it is relatively easy to step outside the tracking range.  When this happens the screen can stall at a position that is less than optimal.  Otherwise, it is a great device and we continue to learn new skills everyday.	4	August 5, 2022	1
echo show 10	We are loving the Echo Show 10. The sound and screen quality are awesome. Working with Alexa is great. However, the part where the show follows you is a little off at times. If you go out of the area where it can see you, a message pops up on the screen every single time. Kinda annoying. Maybe there is a setting to change that. Also, doesn't always pick up when it's supposed to follow you. But most the time it works well.	4	August 5, 2022	1
echo show 10	The Echo show is not really bad, but it keeps losing connecting to the net and you have to unplug it and then reboot for it to reconnect.	4	August 5, 2022	1
echo show 10	Great sound quality and the screen is a good size. It’s annoying sometimes if the kids move it and it says we moved out of the range set but it’s really not that big of a deal. Overall we are very happy with this purchase	5	August 4, 2022	1
echo show 10	It’s a beautiful picture quality. The sound is okay and it doesn’t really follow me me like it should. Finding it pretty difficult to do video calls the quality is… I should have kept my other Echo show🤷🏾‍♀️	4	August 4, 2022	1
echo show 10	It is Inconvenient unit to have but it does severely struggle to accurately respond the voice commands and my current unit seems to move incredibly slow	4	August 4, 2022	1
echo show 10	Great audio and screen but it’s been having a poor time picking up my voice commands. Not sure how I can help this. Hopefully a future update can resolve.	3	August 4, 2022	1
echo show 10	Works great	5	August 4, 2022	1
echo show 10	Desde hace varios meses he querido comprar el producto y resultó útil	5	August 4, 2022	1
echo show 10	I was able to integrate the Echo Show 10 to our WiFi and Ring system easily	4	August 4, 2022	1
echo show 10	Love the whole Alexa echo system, the new Alexa show 10 has many cool features plus it can rotate and follow you, I noticed the mic doesn't catch all my requests/ commands compared to the small echo.	4	August 4, 2022	1
echo show 10	"The media could not be loaded.
                



 Amazing sound quality. Music sounds amazing. Love the “Make an Announcement” feature that allows me to speak a message to the device from the cellphone App. Love this gadget!!!❤️"	5	August 4, 2022	1
echo show 10	Love how seamless the device is	5	August 4, 2022	1
echo show 10	Product seems fine. Dislike the unexpected ads playing automatically. What a turn off.	4	August 4, 2022	1
echo show 10	I really like it.	5	August 4, 2022	1
echo show 10	Roomie got this 'thing' from a friend as a gift. Not sure why, long standing. As special bulbs had to be 'ordered' just to make it work. Well, that was the easy part.... talk about a huge waste of energy, and time. It doesn't respond half the time to voice commands. Which is more than beyond irritating. .. Don't blame it on poor wiring.  It's technology with too many bugs to bother with.  Be glad when I move out... and use real light switches again.	1	August 4, 2022	0
echo show 10	Excelente producto a la medida. Lo recomiendo para todos los estilos	5	August 4, 2022	1
echo show 10	Does MUCH more than I anticipated!	5	August 3, 2022	1
